0.02,0,4.10099e-16,-5.55112e-17
0.04,-3.33067e-16,3.41741e-16,1.11022e-16
0.06,-4.16334e-16,4.44089e-16,1.11022e-16
0.08,-6.93889e-16,5.82867e-16,0
0.1,-1.55431e-15,3.46945e-16,0
0.12,-1.65146e-15,-3.88578e-16,-1.11022e-15
0.14,-1.54737e-15,-1.11022e-16,-4.44089e-16
0.16,-1.6237e-15,-1.27676e-15,-3.33067e-16
0.18,-1.77636e-15,-1.4988e-15,-9.99201e-16
0.2,-2.02616e-15,-1.41553e-15,-1.11022e-15
0.22,-2.19269e-15,-7.21645e-16,-1.44329e-15
0.24,-2.27596e-15,-6.10623e-16,-1.11022e-15
0.26,-2.16493e-15,-1.27676e-15,-1.22125e-15
0.28,-2.22045e-15,-1.33227e-15,-1.27676e-15
0.3,-2.22045e-15,-1.38778e-15,-1.38778e-15
0.32,-1.9984e-15,-1.27676e-15,-1.76248e-15
0.34,-1.88738e-15,-1.30451e-15,-1.58901e-15
0.36,-1.9984e-15,-1.47105e-15,-1.7486e-15
0.38,-2.22045e-15,-1.38778e-15,-1.88738e-15
0.4,-2.27596e-15,-2.13718e-15,-1.83187e-15
0.42,-2.498e-15,-2.1233e-15,-2.33147e-15
0.44,-3.21965e-15,-2.15106e-15,-2.66454e-15
0.46,-3.33067e-15,-2.65066e-15,-2.55351e-15
0.48,-3.33067e-15,-2.69229e-15,-2.44249e-15
0.5,-2.60902e-15,-2.47025e-15,-2.77556e-15
0.52,-2.19269e-15,-2.98372e-15,-2.55351e-15
0.54,-2.05391e-15,-2.92821e-15,-2.83107e-15
0.56,-1.60982e-15,-3.18148e-15,-3.41394e-15
0.58,-1.44329e-15,-3.08174e-15,-3.66374e-15
0.6,-1.11022e-15,-2.75474e-15,-3.10862e-15
0.62,-1.11022e-15,-2.158e-15,-3.38618e-15
0.64,-1.66533e-15,-1.52656e-15,-3.38618e-15
0.66,-3.33067e-16,-1.16573e-15,-2.55351e-15
0.68,-5.55112e-16,-1.20737e-15,-1.38778e-15
0.7,-8.88178e-16,1.66533e-16,-1.55431e-15
0.72,-8.88178e-16,2.77556e-17,-2.10942e-15
0.74,-1.66533e-15,5.41234e-16,-2.33147e-15
0.76,-6.66134e-16,9.85323e-16,-3.21965e-15
0.78,-1.16226e-15,3.88578e-16,-2.88658e-15
0.8,-8.74301e-16,6.10623e-16,-3.10862e-15
0.82,-4.71845e-16,5.55112e-16,-3.16414e-15
0.84,-8.04912e-16,6.38378e-16,-3.83027e-15
0.86,-3.60822e-16,-3.33067e-16,-4.4964e-15
0.88,-2.498e-16,-1.66533e-16,-4.16334e-15
0.9,-3.05311e-16,-5.55112e-16,-4.21885e-15
0.92,-5.68989e-16,-2.22045e-16,-4.2466e-15
0.94,-1.66533e-16,-6.66134e-16,-4.02456e-15
0.96,3.33067e-16,1.11022e-16,-3.60822e-15
0.98,-1.66533e-16,2.22045e-16,-3.77476e-15
1,-3.88578e-16,5.55112e-16,-3.52496e-15
1.02,1.66533e-16,4.44089e-16,-3.71925e-15
1.04,3.33067e-16,6.66134e-16,-3.2474e-15
1.06,3.33067e-16,1.11022e-16,-3.38618e-15
1.08,8.88178e-16,-2.22045e-16,-3.08087e-15
1.1,1.11022e-15,1.11022e-16,-2.88658e-15
1.12,1.9984e-15,-1.11022e-16,-3.41394e-15
1.14,1.88738e-15,2.77556e-16,-3.44169e-15
1.16,2.33147e-15,2.22045e-16,-2.94209e-15
1.18,2.44249e-15,2.22045e-16,-3.27516e-15
1.2,3.33067e-15,7.35523e-16,-3.10862e-15
1.22,3.55271e-15,1.79717e-15,-3.33067e-15
1.24,3.33067e-15,1.69309e-15,-2.9976e-15
1.26,3.44169e-15,2.33147e-15,-4.44089e-15
1.28,3.55271e-15,1.88738e-15,-4.32987e-15
1.3,4.21885e-15,1.88738e-15,-4.66294e-15
1.32,4.10783e-15,1.4988e-15,-4.10783e-15
1.34,5.44009e-15,9.4369e-16,-5.05151e-15
1.36,4.77396e-15,8.32667e-16,-5.16254e-15
1.38,3.9968e-15,1.77636e-15,-4.96825e-15
1.4,4.44089e-15,1.11022e-15,-4.82947e-15
1.42,6.10623e-15,1.60982e-15,-4.14946e-15
1.44,6.55032e-15,1.77636e-15,-4.59355e-15
1.46,6.43929e-15,1.77636e-15,-4.60743e-15
1.48,5.77316e-15,1.77636e-15,-4.02456e-15
1.5,5.88418e-15,1.55431e-15,-3.77476e-15
1.52,5.55112e-15,1.97065e-15,-3.64986e-15
1.54,6.21725e-15,2.72699e-15,-3.0323e-15
1.56,5.9952e-15,2.80331e-15,-2.47025e-15
1.58,5.77316e-15,3.05311e-15,-2.2482e-15
1.6,6.10623e-15,2.9976e-15,-1.80411e-15
1.62,6.66134e-15,3.10862e-15,-2.06779e-15
1.64,6.21725e-15,3.71925e-15,-1.94289e-15
1.66,6.10623e-15,3.05311e-15,-1.85962e-15
1.68,6.99441e-15,2.66454e-15,-1.22125e-15
1.7,7.99361e-15,3.66374e-15,-1.38778e-15
1.72,7.99361e-15,3.94129e-15,-1.22125e-15
1.74,7.66054e-15,3.83027e-15,-1.33227e-15
1.76,7.10543e-15,4.41314e-15,-1.33227e-15
1.78,7.38298e-15,4.27436e-15,-1.44329e-15
1.8,7.21645e-15,4.53804e-15,-1.80411e-15
1.82,7.38298e-15,4.96825e-15,-1.80411e-15
1.84,7.29972e-15,4.44089e-15,-1.56125e-15
1.86,7.54952e-15,4.32987e-15,-2.10942e-15
1.88,6.71685e-15,3.60822e-15,-2.11983e-15
1.9,6.05072e-15,3.71925e-15,-2.01228e-15
1.92,5.27356e-15,4.21885e-15,-2.16493e-15
1.94,5.32907e-15,3.33067e-15,-1.66533e-15
1.96,4.55191e-15,2.66454e-15,-1.66533e-15
1.98,5.44009e-15,2.55351e-15,-1.66533e-15
2,5.44009e-15,3.55271e-15,-1.44329e-15
